unity_time,python_time,latency_ms,fps,num_hands,num_joints
37.527663,75440.052572,-75402524.91,20.38,0,0
37.579137,75440.101589,-75402522.45,19.43,0,0
37.631715,75440.153033,-75402521.32,19.02,1,21
37.681244,75440.205596,-75402524.35,20.19,1,21
37.754935,75440.255123,-75402500.19,13.57,0,0
37.807622,75440.329209,-75402521.59,18.98,1,21
37.887144,75440.381717,-75402494.57,12.58,1,21
37.944920,75440.461547,-75402516.63,17.31,0,0
37.998099,75440.518772,-75402520.67,18.80,0,0
38.045547,75440.572207,-75402526.66,21.08,0,0
38.095590,75440.619591,-75402524.00,19.98,1,21
38.149382,75440.669499,-75402520.12,18.59,1,21
38.201686,75440.723462,-75402521.78,19.12,0,0
38.258868,75440.775817,-75402516.95,17.49,0,0
38.314644,75440.832944,-75402518.30,17.93,0,0
38.364592,75440.888588,-75402524.00,20.02,1,21
38.416678,75440.938489,-75402521.81,19.20,0,0
38.472229,75440.990785,-75402518.56,18.00,0,0
38.522944,75441.046285,-75402523.34,19.72,0,0
38.574964,75441.097076,-75402522.11,19.22,0,0
38.626392,75441.149065,-75402522.67,19.44,1,21
38.681731,75441.200268,-75402518.54,18.07,0,0
38.731103,75441.255915,-75402524.81,20.25,0,0
38.788776,75441.305257,-75402516.48,17.34,1,21
38.840317,75441.362946,-75402522.63,19.40,1,21
38.895397,75441.414208,-75402518.81,18.16,1,21
38.950579,75441.469387,-75402518.81,18.12,0,0
39.003957,75441.524533,-75402520.58,18.73,1,21
39.062711,75441.577738,-75402515.03,17.02,0,0
39.120088,75441.636702,-75402516.61,17.43,1,21
39.175959,75441.694175,-75402518.22,17.90,1,21
39.235607,75441.749818,-75402514.21,16.76,0,0
39.289067,75441.809713,-75402520.65,18.71,1,21
39.348391,75441.863045,-75402514.65,16.86,0,0
39.400650,75441.922359,-75402521.71,19.14,0,0
39.459647,75441.974790,-75402515.14,16.95,1,21
39.515336,75442.033780,-75402518.44,17.96,0,0
39.599339,75442.089540,-75402490.20,11.90,0,0
39.660986,75442.173587,-75402512.60,16.22,1,21
39.725076,75442.234994,-75402509.92,15.60,1,21
39.775920,75442.295302,-75402519.38,19.67,1,21
39.838503,75442.349810,-75402511.31,15.98,1,21
39.892970,75442.412629,-75402519.66,18.36,1,21
39.974895,75442.467089,-75402492.19,12.21,1,21
40.033585,75442.548930,-75402515.34,17.04,0,0
40.091826,75442.607766,-75402515.94,17.17,0,0
40.149447,75442.665843,-75402516.40,17.35,1,21
40.210748,75442.723547,-75402512.80,16.31,1,21
40.270607,75442.784960,-75402514.35,16.71,0,0
40.328079,75442.844776,-75402516.70,17.40,1,21
40.388737,75442.901943,-75402513.21,16.49,0,0
40.442816,75442.962760,-75402519.94,18.49,1,21
40.495803,75443.016733,-75402520.93,18.87,0,0
40.545170,75443.069776,-75402524.61,20.26,0,0
40.599126,75443.119188,-75402520.06,18.53,1,21
40.649898,75443.173084,-75402523.19,19.70,0,0
40.699310,75443.223925,-75402524.62,20.24,1,21
40.759688,75443.273229,-75402513.54,16.56,0,0
40.810968,75443.333945,-75402522.98,19.50,0,0
